TIME,measurement_type,measurement_value
17:00:00,nan,
17:00:01,nan,
17:00:02,nan,
17:00:03,nan,
17:00:04,nan,
17:00:05,nan,
17:00:06,nan,
17:00:07,HeartRate,92.35
17:00:08,temperature,37.68
17:00:09,nan,
17:00:10,nan,
17:00:11,nan,
17:00:12,nan,
17:00:13,nan,
17:00:14,nan,
17:00:15,nan,
17:00:16,nan,
17:00:17,HeartRate,103.47
17:00:18,SpO2,97.57
17:00:19,nan,
17:00:20,nan,
17:00:21,nan,
17:00:22,nan,
17:00:23,nan,
17:00:24,nan,
17:00:25,nan,
17:00:26,SpO2,94.29
17:00:27,nan,
17:00:28,nan,
17:00:29,nan,
17:00:30,nan,
17:00:31,nan,
17:00:32,nan,
17:00:33,nan,
17:00:34,nan,
17:00:35,nan,
17:00:36,nan,
17:00:37,nan,
17:00:38,nan,
17:00:39,nan,
17:00:40,nan,
17:00:41,nan,
17:00:42,nan,
17:00:43,nan,
17:00:44,nan,
17:00:45,nan,
17:00:46,nan,
17:00:47,nan,
17:00:48,nan,
17:00:49,nan,
17:00:50,nan,
17:00:51,nan,
17:00:52,SpO2,93.44
17:00:53,SpO2,93.01
17:00:54,nan,
17:00:55,nan,
17:00:56,nan,
17:00:57,nan,
17:00:58,nan,
17:00:59,nan,
17:01:00,nan,
17:01:01,SpO2,96.41
17:01:02,nan,
17:01:03,nan,
17:01:04,nan,
17:01:05,nan,
17:01:06,nan,
17:01:07,nan,
17:01:08,nan,
17:01:09,HeartRate,116.94
17:01:10,nan,
17:01:11,nan,
17:01:12,nan,
17:01:13,nan,
17:01:14,nan,
17:01:15,nan,
17:01:16,nan,
17:01:17,nan,
17:01:18,nan,
17:01:19,nan,
17:01:20,nan,
17:01:21,nan,
17:01:22,nan,
17:01:23,nan,
17:01:24,nan,
17:01:25,HeartRate,101.23
17:01:26,nan,
17:01:27,nan,
17:01:28,nan,
17:01:29,nan,
17:01:30,nan,
17:01:31,nan,
17:01:32,SpO2,97.99
17:01:33,nan,
17:01:34,nan,
17:01:35,nan,
17:01:36,nan,
17:01:37,nan,
17:01:38,nan,
17:01:39,nan,
17:01:40,nan,
17:01:41,nan,
17:01:42,nan,
17:01:43,nan,
17:01:44,nan,
17:01:45,nan,
17:01:46,nan,
17:01:47,nan,
17:01:48,nan,
17:01:49,nan,
17:01:50,nan,
17:01:51,nan,
17:01:52,nan,
17:01:53,nan,
17:01:54,HeartRate,40.28
17:01:55,nan,
17:01:56,nan,
17:01:57,nan,
17:01:58,nan,
17:01:59,nan,
17:02:00,nan,
17:02:01,nan,
17:02:02,nan,
17:02:03,nan,
17:02:04,nan,
17:02:05,nan,
17:02:06,nan,
17:02:07,nan,
17:02:08,nan,
17:02:09,nan,
17:02:10,nan,
17:02:11,nan,
17:02:12,nan,
17:02:13,nan,
17:02:14,nan,
17:02:15,nan,
17:02:16,HeartRate,93.38
17:02:17,nan,
17:02:18,nan,
17:02:19,nan,
17:02:20,nan,
17:02:21,nan,
17:02:22,temperature,37.01
17:02:23,HeartRate,104.27
17:02:24,HeartRate,58.27
17:02:25,nan,
17:02:26,nan,
17:02:27,nan,
17:02:28,nan,
17:02:29,nan,
17:02:30,nan,
17:02:31,nan,
17:02:32,nan,
17:02:33,nan,
17:02:34,nan,
17:02:35,nan,
17:02:36,nan,
17:02:37,nan,
17:02:38,nan,
17:02:39,nan,
17:02:40,nan,
17:02:41,nan,
17:02:42,nan,
17:02:43,nan,
17:02:44,nan,
17:02:45,nan,
17:02:46,nan,
17:02:47,nan,
17:02:48,nan,
17:02:49,nan,
17:02:50,nan,
17:02:51,nan,
17:02:52,nan,
17:02:53,temperature,37.76
17:02:54,nan,
17:02:55,nan,
17:02:56,nan,
17:02:57,nan,
17:02:58,nan,
17:02:59,nan,
17:03:00,temperature,37.82
17:03:01,nan,
17:03:02,nan,
17:03:03,nan,
17:03:04,nan,
17:03:05,nan,
17:03:06,nan,
17:03:07,nan,
17:03:08,nan,
17:03:09,nan,
17:03:10,nan,
17:03:11,nan,
17:03:12,nan,
17:03:13,nan,
17:03:14,SpO2,96.47
17:03:15,nan,
17:03:16,nan,
17:03:17,nan,
17:03:18,nan,
17:03:19,nan,
