TIME,measurement_type,measurement_value
03:00:00,nan,
03:00:01,HeartRate,92.8
03:00:02,nan,
03:00:03,nan,
03:00:04,nan,
03:00:05,temperature,36.61
03:00:06,nan,
03:00:07,nan,
03:00:08,nan,
03:00:09,nan,
03:00:10,nan,
03:00:11,nan,
03:00:12,nan,
03:00:13,nan,
03:00:14,nan,
03:00:15,nan,
03:00:16,nan,
03:00:17,nan,
03:00:18,nan,
03:00:19,nan,
03:00:20,HeartRate,52.22
03:00:21,nan,
03:00:22,HeartRate,50.0
03:00:23,nan,
03:00:24,nan,
03:00:25,nan,
03:00:26,nan,
03:00:27,nan,
03:00:28,nan,
03:00:29,nan,
03:00:30,HeartRate,71.1
03:00:31,nan,
03:00:32,nan,
03:00:33,nan,
03:00:34,nan,
03:00:35,nan,
03:00:36,nan,
03:00:37,nan,
03:00:38,nan,
03:00:39,nan,
03:00:40,nan,
03:00:41,nan,
03:00:42,nan,
03:00:43,nan,
03:00:44,nan,
03:00:45,nan,
03:00:46,nan,
03:00:47,nan,
03:00:48,nan,
03:00:49,temperature,37.18
03:00:50,nan,
03:00:51,temperature,40.92
03:00:52,HeartRate,62.03
03:00:53,temperature,40.79
03:00:54,nan,
03:00:55,SpO2,92.31
03:00:56,nan,
03:00:57,nan,
03:00:58,nan,
03:00:59,nan,
03:01:00,nan,
03:01:01,nan,
03:01:02,nan,
03:01:03,nan,
03:01:04,nan,
03:01:05,nan,
03:01:06,nan,
03:01:07,nan,
03:01:08,HeartRate,90.16
03:01:09,nan,
03:01:10,nan,
03:01:11,nan,
03:01:12,nan,
03:01:13,nan,
03:01:14,nan,
03:01:15,nan,
03:01:16,nan,
03:01:17,nan,
03:01:18,nan,
03:01:19,nan,
03:01:20,nan,
03:01:21,nan,
03:01:22,nan,
03:01:23,nan,
03:01:24,nan,
03:01:25,nan,
03:01:26,nan,
03:01:27,nan,
03:01:28,HeartRate,51.16
03:01:29,nan,
03:01:30,nan,
03:01:31,nan,
03:01:32,SpO2,93.18
03:01:33,nan,
03:01:34,nan,
03:01:35,nan,
03:01:36,nan,
03:01:37,nan,
03:01:38,nan,
03:01:39,nan,
03:01:40,nan,
03:01:41,nan,
03:01:42,nan,
03:01:43,nan,
03:01:44,nan,
03:01:45,nan,
03:01:46,nan,
03:01:47,nan,
03:01:48,nan,
03:01:49,nan,
03:01:50,nan,
03:01:51,nan,
03:01:52,nan,
03:01:53,nan,
03:01:54,nan,
03:01:55,nan,
03:01:56,nan,
03:01:57,nan,
03:01:58,nan,
03:01:59,nan,
03:02:00,nan,
03:02:01,nan,
03:02:02,nan,
03:02:03,nan,
03:02:04,nan,
03:02:05,nan,
03:02:06,nan,
03:02:07,SpO2,95.72
03:02:08,nan,
03:02:09,nan,
03:02:10,nan,
03:02:11,temperature,40.55
03:02:12,nan,
03:02:13,nan,
03:02:14,nan,
03:02:15,nan,
03:02:16,nan,
03:02:17,nan,
03:02:18,temperature,36.29
03:02:19,nan,
03:02:20,nan,
03:02:21,nan,
03:02:22,nan,
03:02:23,nan,
03:02:24,nan,
03:02:25,nan,
03:02:26,nan,
03:02:27,nan,
03:02:28,HeartRate,107.89
03:02:29,nan,
03:02:30,nan,
03:02:31,nan,
03:02:32,nan,
03:02:33,nan,
03:02:34,nan,
03:02:35,nan,
03:02:36,nan,
03:02:37,nan,
03:02:38,nan,
03:02:39,nan,
03:02:40,nan,
03:02:41,nan,
03:02:42,nan,
03:02:43,nan,
03:02:44,nan,
03:02:45,nan,
03:02:46,nan,
03:02:47,nan,
03:02:48,nan,
03:02:49,nan,
03:02:50,nan,
03:02:51,nan,
03:02:52,nan,
03:02:53,nan,
03:02:54,nan,
03:02:55,nan,
03:02:56,HeartRate,90.96
03:02:57,nan,
03:02:58,HeartRate,69.86
03:02:59,nan,
03:03:00,nan,
03:03:01,nan,
03:03:02,nan,
03:03:03,nan,
03:03:04,nan,
03:03:05,nan,
03:03:06,HeartRate,96.09
03:03:07,SpO2,92.41
03:03:08,nan,
03:03:09,nan,
03:03:10,nan,
03:03:11,nan,
03:03:12,nan,
03:03:13,nan,
03:03:14,nan,
03:03:15,nan,
03:03:16,nan,
03:03:17,SpO2,94.44
03:03:18,nan,
03:03:19,nan,
03:03:20,nan,
03:03:21,nan,
03:03:22,nan,
03:03:23,nan,
03:03:24,nan,
03:03:25,nan,
03:03:26,nan,
03:03:27,nan,
03:03:28,nan,
03:03:29,nan,
03:03:30,temperature,40.44
03:03:31,HeartRate,47.74
03:03:32,temperature,40.89
03:03:33,nan,
03:03:34,nan,
03:03:35,nan,
03:03:36,nan,
03:03:37,nan,
03:03:38,nan,
03:03:39,nan,
03:03:40,nan,
03:03:41,nan,
03:03:42,temperature,36.65
03:03:43,nan,
03:03:44,nan,
03:03:45,nan,
03:03:46,HeartRate,119.23
03:03:47,nan,
03:03:48,nan,
03:03:49,nan,
03:03:50,nan,
03:03:51,nan,
03:03:52,nan,
03:03:53,nan,
03:03:54,nan,
03:03:55,nan,
03:03:56,SpO2,97.02
03:03:57,nan,
03:03:58,nan,
03:03:59,nan,
03:04:00,nan,
03:04:01,nan,
03:04:02,nan,
03:04:03,nan,
03:04:04,nan,
03:04:05,HeartRate,45.32
03:04:06,nan,
03:04:07,nan,
03:04:08,nan,
03:04:09,nan,
03:04:10,nan,
03:04:11,nan,
03:04:12,nan,
03:04:13,nan,
03:04:14,nan,
03:04:15,nan,
03:04:16,nan,
03:04:17,nan,
03:04:18,nan,
03:04:19,nan,
03:04:20,nan,
03:04:21,nan,
03:04:22,nan,
03:04:23,nan,
03:04:24,nan,
03:04:25,nan,
03:04:26,nan,
03:04:27,nan,
03:04:28,nan,
03:04:29,nan,
03:04:30,nan,
03:04:31,nan,
03:04:32,SpO2,97.14
03:04:33,nan,
03:04:34,temperature,36.25
03:04:35,nan,
03:04:36,nan,
03:04:37,nan,
03:04:38,nan,
03:04:39,temperature,38.16
03:04:40,nan,
03:04:41,HeartRate,47.72
03:04:42,nan,
03:04:43,nan,
03:04:44,nan,
03:04:45,nan,
03:04:46,nan,
03:04:47,nan,
03:04:48,nan,
03:04:49,nan,
03:04:50,nan,
03:04:51,nan,
03:04:52,nan,
03:04:53,nan,
03:04:54,nan,
03:04:55,nan,
03:04:56,nan,
03:04:57,HeartRate,99.58
03:04:58,SpO2,93.01
03:04:59,nan,
03:05:00,nan,
03:05:01,nan,
03:05:02,nan,
03:05:03,nan,
03:05:04,nan,
03:05:05,nan,
03:05:06,nan,
03:05:07,nan,
03:05:08,nan,
03:05:09,nan,
03:05:10,SpO2,93.36
03:05:11,nan,
03:05:12,nan,
03:05:13,nan,
03:05:14,nan,
03:05:15,temperature,37.45
03:05:16,nan,
03:05:17,nan,
03:05:18,nan,
03:05:19,nan,
03:05:20,nan,
03:05:21,nan,
03:05:22,nan,
03:05:23,nan,
03:05:24,nan,
03:05:25,nan,
03:05:26,nan,
03:05:27,nan,
03:05:28,nan,
03:05:29,nan,
03:05:30,nan,
03:05:31,temperature,35.8
03:05:32,nan,
03:05:33,nan,
03:05:34,nan,
03:05:35,nan,
03:05:36,nan,
03:05:37,nan,
03:05:38,nan,
03:05:39,nan,
03:05:40,nan,
03:05:41,nan,
03:05:42,nan,
03:05:43,nan,
03:05:44,nan,
03:05:45,nan,
03:05:46,nan,
03:05:47,nan,
03:05:48,nan,
03:05:49,nan,
03:05:50,nan,
03:05:51,nan,
03:05:52,nan,
03:05:53,nan,
03:05:54,nan,
03:05:55,nan,
03:05:56,nan,
03:05:57,nan,
03:05:58,nan,
03:05:59,temperature,41.27
03:06:00,nan,
03:06:01,nan,
03:06:02,nan,
03:06:03,nan,
03:06:04,nan,
03:06:05,nan,
03:06:06,nan,
03:06:07,nan,
03:06:08,nan,
03:06:09,nan,
03:06:10,nan,
03:06:11,nan,
03:06:12,nan,
03:06:13,SpO2,98.0
03:06:14,nan,
03:06:15,nan,
03:06:16,HeartRate,95.19
03:06:17,nan,
03:06:18,nan,
03:06:19,nan,
03:06:20,nan,
03:06:21,nan,
03:06:22,nan,
03:06:23,nan,
03:06:24,HeartRate,44.29
03:06:25,nan,
03:06:26,nan,
03:06:27,nan,
03:06:28,nan,
03:06:29,nan,
03:06:30,nan,
03:06:31,nan,
03:06:32,nan,
03:06:33,nan,
03:06:34,temperature,37.14
03:06:35,nan,
03:06:36,nan,
03:06:37,SpO2,92.8
03:06:38,nan,
03:06:39,nan,
