TIME,measurement_type,measurement_value
02:00:00,nan,
02:00:01,nan,
02:00:02,nan,
02:00:03,nan,
02:00:04,nan,
02:00:05,temperature,40.09
02:00:06,nan,
02:00:07,nan,
02:00:08,nan,
02:00:09,nan,
02:00:10,nan,
02:00:11,nan,
02:00:12,HeartRate,94.66
02:00:13,nan,
02:00:14,nan,
02:00:15,nan,
02:00:16,nan,
02:00:17,nan,
02:00:18,nan,
02:00:19,nan,
02:00:20,nan,
02:00:21,nan,
02:00:22,HeartRate,57.36
02:00:23,nan,
02:00:24,nan,
02:00:25,nan,
02:00:26,nan,
02:00:27,nan,
02:00:28,nan,
02:00:29,nan,
02:00:30,nan,
02:00:31,nan,
02:00:32,nan,
02:00:33,nan,
02:00:34,nan,
02:00:35,nan,
02:00:36,nan,
02:00:37,nan,
02:00:38,nan,
02:00:39,nan,
02:00:40,nan,
02:00:41,nan,
02:00:42,nan,
02:00:43,nan,
02:00:44,nan,
02:00:45,nan,
02:00:46,nan,
02:00:47,nan,
02:00:48,nan,
02:00:49,nan,
02:00:50,nan,
02:00:51,nan,
02:00:52,nan,
02:00:53,nan,
02:00:54,nan,
02:00:55,SpO2,97.27
02:00:56,nan,
02:00:57,nan,
02:00:58,nan,
02:00:59,nan,
02:01:00,nan,
02:01:01,nan,
02:01:02,nan,
02:01:03,nan,
02:01:04,nan,
02:01:05,nan,
02:01:06,nan,
02:01:07,nan,
02:01:08,nan,
02:01:09,nan,
02:01:10,nan,
02:01:11,nan,
02:01:12,nan,
02:01:13,nan,
02:01:14,nan,
02:01:15,nan,
02:01:16,HeartRate,64.79
02:01:17,nan,
02:01:18,nan,
02:01:19,nan,
02:01:20,HeartRate,97.78
02:01:21,nan,
02:01:22,nan,
02:01:23,nan,
02:01:24,nan,
02:01:25,nan,
02:01:26,nan,
02:01:27,nan,
02:01:28,nan,
02:01:29,nan,
02:01:30,nan,
02:01:31,nan,
02:01:32,nan,
02:01:33,nan,
02:01:34,nan,
02:01:35,nan,
02:01:36,SpO2,97.07
02:01:37,nan,
02:01:38,nan,
02:01:39,nan,
02:01:40,nan,
02:01:41,nan,
02:01:42,nan,
02:01:43,nan,
02:01:44,nan,
02:01:45,temperature,39.85
02:01:46,nan,
02:01:47,nan,
02:01:48,nan,
02:01:49,nan,
02:01:50,nan,
02:01:51,nan,
02:01:52,nan,
02:01:53,nan,
02:01:54,nan,
02:01:55,nan,
02:01:56,nan,
02:01:57,nan,
02:01:58,nan,
02:01:59,temperature,35.53
02:02:00,nan,
02:02:01,nan,
02:02:02,nan,
02:02:03,nan,
02:02:04,nan,
02:02:05,nan,
02:02:06,nan,
02:02:07,nan,
02:02:08,temperature,38.35
02:02:09,nan,
02:02:10,nan,
02:02:11,nan,
02:02:12,HeartRate,86.84
02:02:13,nan,
02:02:14,HeartRate,40.53
02:02:15,nan,
02:02:16,nan,
02:02:17,nan,
02:02:18,nan,
02:02:19,nan,
02:02:20,nan,
02:02:21,HeartRate,92.06
02:02:22,nan,
02:02:23,nan,
02:02:24,nan,
02:02:25,nan,
02:02:26,nan,
02:02:27,nan,
02:02:28,nan,
02:02:29,temperature,41.11
02:02:30,nan,
02:02:31,nan,
02:02:32,nan,
02:02:33,nan,
02:02:34,SpO2,96.14
02:02:35,nan,
02:02:36,temperature,37.91
02:02:37,nan,
02:02:38,nan,
02:02:39,HeartRate,49.89
02:02:40,nan,
02:02:41,nan,
02:02:42,HeartRate,53.7
02:02:43,nan,
02:02:44,SpO2,96.07
02:02:45,nan,
02:02:46,nan,
02:02:47,nan,
02:02:48,nan,
02:02:49,SpO2,93.6
02:02:50,HeartRate,117.24
02:02:51,nan,
02:02:52,nan,
02:02:53,nan,
02:02:54,nan,
02:02:55,nan,
02:02:56,nan,
02:02:57,nan,
02:02:58,nan,
02:02:59,SpO2,97.18
02:03:00,SpO2,93.96
02:03:01,nan,
02:03:02,nan,
02:03:03,nan,
02:03:04,nan,
02:03:05,temperature,38.21
02:03:06,nan,
02:03:07,SpO2,97.53
02:03:08,temperature,40.02
02:03:09,nan,
02:03:10,nan,
02:03:11,nan,
02:03:12,SpO2,92.26
02:03:13,nan,
02:03:14,nan,
02:03:15,nan,
02:03:16,nan,
02:03:17,nan,
02:03:18,nan,
02:03:19,nan,
02:03:20,nan,
02:03:21,nan,
02:03:22,nan,
02:03:23,nan,
02:03:24,nan,
02:03:25,nan,
02:03:26,nan,
02:03:27,nan,
02:03:28,nan,
02:03:29,nan,
02:03:30,nan,
02:03:31,nan,
02:03:32,nan,
02:03:33,nan,
02:03:34,nan,
02:03:35,nan,
02:03:36,nan,
02:03:37,nan,
02:03:38,nan,
02:03:39,SpO2,96.56
02:03:40,nan,
02:03:41,HeartRate,103.37
02:03:42,nan,
02:03:43,nan,
02:03:44,nan,
02:03:45,nan,
02:03:46,nan,
02:03:47,nan,
02:03:48,nan,
02:03:49,nan,
02:03:50,nan,
02:03:51,nan,
02:03:52,nan,
02:03:53,nan,
02:03:54,nan,
02:03:55,nan,
02:03:56,nan,
02:03:57,nan,
02:03:58,nan,
02:03:59,nan,
02:04:00,nan,
02:04:01,nan,
02:04:02,nan,
02:04:03,nan,
02:04:04,nan,
02:04:05,nan,
02:04:06,nan,
02:04:07,nan,
02:04:08,nan,
02:04:09,nan,
02:04:10,nan,
02:04:11,nan,
02:04:12,nan,
02:04:13,nan,
02:04:14,nan,
02:04:15,nan,
02:04:16,nan,
02:04:17,nan,
02:04:18,nan,
02:04:19,nan,
02:04:20,nan,
02:04:21,nan,
02:04:22,nan,
02:04:23,nan,
02:04:24,nan,
02:04:25,nan,
02:04:26,nan,
02:04:27,nan,
02:04:28,nan,
02:04:29,nan,
02:04:30,nan,
02:04:31,nan,
02:04:32,nan,
02:04:33,nan,
02:04:34,nan,
02:04:35,temperature,35.7
02:04:36,nan,
02:04:37,nan,
02:04:38,nan,
02:04:39,nan,
02:04:40,nan,
02:04:41,nan,
02:04:42,nan,
02:04:43,nan,
02:04:44,nan,
02:04:45,SpO2,93.44
02:04:46,nan,
02:04:47,nan,
02:04:48,nan,
02:04:49,nan,
02:04:50,HeartRate,59.83
02:04:51,nan,
02:04:52,nan,
02:04:53,HeartRate,67.62
02:04:54,nan,
02:04:55,nan,
02:04:56,nan,
02:04:57,nan,
02:04:58,nan,
02:04:59,nan,
02:05:00,nan,
02:05:01,temperature,39.08
02:05:02,nan,
02:05:03,nan,
02:05:04,nan,
02:05:05,nan,
02:05:06,nan,
02:05:07,nan,
02:05:08,nan,
02:05:09,nan,
02:05:10,nan,
02:05:11,nan,
02:05:12,nan,
02:05:13,nan,
02:05:14,nan,
02:05:15,nan,
02:05:16,nan,
02:05:17,nan,
02:05:18,nan,
02:05:19,SpO2,94.39
02:05:20,nan,
02:05:21,nan,
02:05:22,HeartRate,62.93
02:05:23,nan,
02:05:24,SpO2,95.26
02:05:25,nan,
02:05:26,nan,
02:05:27,nan,
02:05:28,temperature,37.27
02:05:29,nan,
02:05:30,nan,
02:05:31,nan,
02:05:32,nan,
02:05:33,nan,
02:05:34,nan,
02:05:35,nan,
02:05:36,HeartRate,111.76
02:05:37,nan,
02:05:38,nan,
02:05:39,nan,
02:05:40,nan,
02:05:41,nan,
02:05:42,nan,
02:05:43,nan,
02:05:44,nan,
02:05:45,nan,
02:05:46,nan,
02:05:47,nan,
02:05:48,temperature,39.46
02:05:49,nan,
02:05:50,nan,
02:05:51,nan,
02:05:52,nan,
02:05:53,nan,
02:05:54,nan,
02:05:55,nan,
02:05:56,nan,
02:05:57,nan,
02:05:58,nan,
02:05:59,nan,
02:06:00,nan,
02:06:01,nan,
02:06:02,nan,
02:06:03,nan,
02:06:04,nan,
02:06:05,nan,
02:06:06,SpO2,93.87
02:06:07,nan,
02:06:08,nan,
02:06:09,nan,
02:06:10,nan,
02:06:11,nan,
02:06:12,nan,
02:06:13,nan,
02:06:14,nan,
02:06:15,nan,
02:06:16,nan,
02:06:17,nan,
02:06:18,nan,
02:06:19,nan,
02:06:20,nan,
02:06:21,nan,
02:06:22,nan,
02:06:23,nan,
02:06:24,nan,
02:06:25,nan,
02:06:26,nan,
02:06:27,nan,
02:06:28,nan,
02:06:29,nan,
02:06:30,nan,
02:06:31,nan,
02:06:32,nan,
02:06:33,nan,
02:06:34,nan,
02:06:35,nan,
02:06:36,nan,
02:06:37,nan,
02:06:38,nan,
02:06:39,nan,
02:06:40,nan,
02:06:41,nan,
02:06:42,nan,
02:06:43,nan,
02:06:44,SpO2,96.2
02:06:45,nan,
02:06:46,nan,
02:06:47,nan,
02:06:48,nan,
02:06:49,nan,
02:06:50,nan,
02:06:51,temperature,36.63
02:06:52,nan,
02:06:53,nan,
02:06:54,nan,
02:06:55,nan,
02:06:56,nan,
02:06:57,nan,
02:06:58,nan,
02:06:59,nan,
02:07:00,nan,
02:07:01,nan,
02:07:02,nan,
02:07:03,nan,
02:07:04,nan,
02:07:05,nan,
02:07:06,nan,
02:07:07,nan,
02:07:08,nan,
02:07:09,nan,
02:07:10,nan,
02:07:11,nan,
02:07:12,nan,
02:07:13,nan,
02:07:14,nan,
02:07:15,nan,
02:07:16,nan,
02:07:17,nan,
02:07:18,nan,
02:07:19,nan,
02:07:20,nan,
02:07:21,nan,
02:07:22,SpO2,95.65
02:07:23,nan,
02:07:24,nan,
02:07:25,nan,
02:07:26,nan,
02:07:27,nan,
02:07:28,nan,
02:07:29,nan,
02:07:30,nan,
02:07:31,nan,
02:07:32,nan,
02:07:33,nan,
02:07:34,SpO2,93.51
02:07:35,HeartRate,118.46
02:07:36,nan,
02:07:37,nan,
02:07:38,nan,
02:07:39,nan,
02:07:40,nan,
02:07:41,nan,
02:07:42,nan,
02:07:43,nan,
02:07:44,nan,
02:07:45,nan,
02:07:46,nan,
02:07:47,nan,
02:07:48,nan,
02:07:49,nan,
02:07:50,nan,
02:07:51,nan,
02:07:52,nan,
02:07:53,nan,
02:07:54,nan,
02:07:55,temperature,39.7
02:07:56,nan,
02:07:57,nan,
02:07:58,nan,
02:07:59,nan,
02:08:00,temperature,41.71
02:08:01,nan,
02:08:02,nan,
02:08:03,SpO2,95.59
02:08:04,nan,
02:08:05,nan,
02:08:06,nan,
02:08:07,nan,
02:08:08,nan,
02:08:09,nan,
02:08:10,nan,
02:08:11,nan,
02:08:12,nan,
02:08:13,nan,
02:08:14,nan,
02:08:15,nan,
02:08:16,nan,
02:08:17,nan,
02:08:18,nan,
02:08:19,nan,
