TIME,measurement_type,measurement_value
04:00:00,nan,
04:00:01,nan,
04:00:02,nan,
04:00:03,nan,
04:00:04,nan,
04:00:05,nan,
04:00:06,nan,
04:00:07,nan,
04:00:08,HeartRate,112.38
04:00:09,nan,
04:00:10,nan,
04:00:11,nan,
04:00:12,nan,
04:00:13,nan,
04:00:14,SpO2,94.42
04:00:15,nan,
04:00:16,nan,
04:00:17,nan,
04:00:18,nan,
04:00:19,nan,
04:00:20,nan,
04:00:21,nan,
04:00:22,nan,
04:00:23,nan,
04:00:24,SpO2,95.09
04:00:25,nan,
04:00:26,temperature,41.77
04:00:27,nan,
04:00:28,nan,
04:00:29,nan,
04:00:30,nan,
04:00:31,nan,
04:00:32,nan,
04:00:33,nan,
04:00:34,nan,
04:00:35,nan,
04:00:36,nan,
04:00:37,nan,
04:00:38,nan,
04:00:39,nan,
04:00:40,nan,
04:00:41,nan,
04:00:42,nan,
04:00:43,nan,
04:00:44,nan,
04:00:45,nan,
04:00:46,nan,
04:00:47,nan,
04:00:48,nan,
04:00:49,temperature,35.24
04:00:50,SpO2,93.54
04:00:51,nan,
04:00:52,nan,
04:00:53,nan,
04:00:54,nan,
04:00:55,nan,
04:00:56,SpO2,92.96
04:00:57,nan,
04:00:58,nan,
04:00:59,nan,
04:01:00,nan,
04:01:01,nan,
04:01:02,nan,
04:01:03,HeartRate,73.87
04:01:04,nan,
04:01:05,nan,
04:01:06,nan,
04:01:07,nan,
04:01:08,HeartRate,101.62
04:01:09,nan,
04:01:10,nan,
04:01:11,nan,
04:01:12,nan,
04:01:13,nan,
04:01:14,nan,
04:01:15,SpO2,97.17
04:01:16,nan,
04:01:17,nan,
04:01:18,nan,
04:01:19,nan,
04:01:20,nan,
04:01:21,nan,
04:01:22,nan,
04:01:23,nan,
04:01:24,nan,
04:01:25,HeartRate,118.26
04:01:26,nan,
04:01:27,nan,
04:01:28,nan,
04:01:29,nan,
04:01:30,nan,
04:01:31,nan,
04:01:32,nan,
04:01:33,nan,
04:01:34,HeartRate,101.4
04:01:35,nan,
04:01:36,SpO2,97.24
04:01:37,nan,
04:01:38,temperature,37.97
04:01:39,nan,
04:01:40,nan,
04:01:41,nan,
04:01:42,nan,
04:01:43,nan,
04:01:44,nan,
04:01:45,temperature,41.75
04:01:46,nan,
04:01:47,nan,
04:01:48,nan,
04:01:49,nan,
04:01:50,nan,
04:01:51,nan,
04:01:52,temperature,36.27
04:01:53,nan,
04:01:54,nan,
04:01:55,nan,
04:01:56,nan,
04:01:57,nan,
04:01:58,nan,
04:01:59,nan,
04:02:00,nan,
04:02:01,nan,
04:02:02,nan,
04:02:03,nan,
04:02:04,nan,
04:02:05,nan,
04:02:06,nan,
04:02:07,nan,
04:02:08,nan,
04:02:09,HeartRate,58.04
04:02:10,nan,
04:02:11,nan,
04:02:12,nan,
04:02:13,nan,
04:02:14,nan,
04:02:15,nan,
04:02:16,HeartRate,91.72
04:02:17,nan,
04:02:18,SpO2,95.12
04:02:19,nan,
04:02:20,nan,
04:02:21,nan,
04:02:22,nan,
04:02:23,nan,
04:02:24,nan,
04:02:25,nan,
04:02:26,nan,
04:02:27,nan,
04:02:28,HeartRate,92.63
04:02:29,nan,
04:02:30,HeartRate,94.75
04:02:31,nan,
04:02:32,nan,
04:02:33,nan,
04:02:34,nan,
04:02:35,nan,
04:02:36,nan,
04:02:37,nan,
04:02:38,nan,
04:02:39,nan,
04:02:40,nan,
04:02:41,nan,
04:02:42,nan,
04:02:43,temperature,36.72
04:02:44,nan,
04:02:45,nan,
04:02:46,SpO2,97.75
04:02:47,nan,
04:02:48,SpO2,92.32
04:02:49,nan,
04:02:50,temperature,38.75
04:02:51,temperature,40.16
04:02:52,nan,
04:02:53,nan,
04:02:54,nan,
04:02:55,nan,
04:02:56,nan,
04:02:57,nan,
04:02:58,nan,
04:02:59,nan,
04:03:00,nan,
04:03:01,temperature,37.51
04:03:02,nan,
