TIME,measurement_type,measurement_value
08:00:00,HeartRate,76.2
08:00:01,nan,
08:00:02,HeartRate,47.45
08:00:03,SpO2,96.93
08:00:04,nan,
08:00:05,nan,
08:00:06,nan,
08:00:07,nan,
08:00:08,nan,
08:00:09,HeartRate,107.08
08:00:10,temperature,38.19
08:00:11,nan,
08:00:12,nan,
08:00:13,nan,
08:00:14,nan,
08:00:15,nan,
08:00:16,nan,
08:00:17,nan,
08:00:18,nan,
08:00:19,nan,
08:00:20,nan,
08:00:21,HeartRate,78.36
08:00:22,temperature,36.0
08:00:23,nan,
08:00:24,nan,
08:00:25,nan,
08:00:26,nan,
08:00:27,nan,
08:00:28,temperature,38.09
08:00:29,nan,
08:00:30,nan,
08:00:31,nan,
08:00:32,nan,
08:00:33,nan,
08:00:34,nan,
08:00:35,nan,
08:00:36,nan,
08:00:37,nan,
08:00:38,nan,
08:00:39,nan,
08:00:40,temperature,40.39
08:00:41,nan,
08:00:42,nan,
08:00:43,nan,
08:00:44,nan,
08:00:45,nan,
08:00:46,nan,
08:00:47,nan,
08:00:48,nan,
08:00:49,nan,
08:00:50,nan,
08:00:51,nan,
08:00:52,nan,
08:00:53,nan,
08:00:54,nan,
08:00:55,nan,
08:00:56,nan,
08:00:57,nan,
08:00:58,nan,
08:00:59,SpO2,95.13
08:01:00,nan,
08:01:01,nan,
08:01:02,nan,
08:01:03,nan,
08:01:04,nan,
08:01:05,nan,
08:01:06,nan,
08:01:07,nan,
08:01:08,nan,
08:01:09,nan,
08:01:10,HeartRate,76.91
08:01:11,nan,
08:01:12,nan,
08:01:13,nan,
08:01:14,nan,
08:01:15,HeartRate,49.72
08:01:16,nan,
08:01:17,nan,
08:01:18,nan,
08:01:19,nan,
08:01:20,temperature,39.16
08:01:21,nan,
08:01:22,nan,
08:01:23,SpO2,95.11
08:01:24,nan,
08:01:25,nan,
08:01:26,nan,
08:01:27,nan,
08:01:28,temperature,35.34
08:01:29,nan,
08:01:30,nan,
08:01:31,nan,
08:01:32,nan,
08:01:33,nan,
08:01:34,nan,
08:01:35,HeartRate,78.43
08:01:36,nan,
08:01:37,nan,
08:01:38,nan,
08:01:39,nan,
08:01:40,nan,
08:01:41,nan,
08:01:42,nan,
08:01:43,nan,
08:01:44,nan,
08:01:45,nan,
08:01:46,nan,
08:01:47,nan,
08:01:48,nan,
08:01:49,nan,
08:01:50,nan,
08:01:51,nan,
08:01:52,nan,
08:01:53,nan,
08:01:54,nan,
08:01:55,nan,
08:01:56,nan,
08:01:57,temperature,36.64
08:01:58,nan,
08:01:59,nan,
08:02:00,temperature,39.12
08:02:01,nan,
08:02:02,nan,
08:02:03,nan,
08:02:04,nan,
08:02:05,nan,
08:02:06,nan,
08:02:07,nan,
08:02:08,nan,
08:02:09,nan,
08:02:10,nan,
08:02:11,nan,
08:02:12,temperature,38.19
08:02:13,nan,
08:02:14,nan,
08:02:15,nan,
08:02:16,nan,
08:02:17,nan,
08:02:18,nan,
08:02:19,nan,
08:02:20,nan,
08:02:21,nan,
08:02:22,nan,
08:02:23,nan,
08:02:24,nan,
08:02:25,nan,
08:02:26,nan,
08:02:27,nan,
08:02:28,nan,
08:02:29,nan,
08:02:30,nan,
08:02:31,nan,
08:02:32,nan,
08:02:33,SpO2,94.0
08:02:34,nan,
08:02:35,nan,
08:02:36,nan,
08:02:37,SpO2,96.63
08:02:38,nan,
08:02:39,nan,
08:02:40,nan,
08:02:41,nan,
08:02:42,nan,
08:02:43,nan,
08:02:44,temperature,41.28
08:02:45,nan,
08:02:46,nan,
08:02:47,nan,
08:02:48,nan,
08:02:49,nan,
08:02:50,nan,
08:02:51,nan,
08:02:52,nan,
08:02:53,nan,
08:02:54,nan,
08:02:55,nan,
08:02:56,nan,
08:02:57,SpO2,92.86
08:02:58,nan,
08:02:59,nan,
08:03:00,nan,
08:03:01,nan,
08:03:02,nan,
08:03:03,nan,
08:03:04,temperature,40.1
08:03:05,nan,
08:03:06,nan,
08:03:07,SpO2,93.27
08:03:08,nan,
08:03:09,nan,
08:03:10,SpO2,97.49
08:03:11,nan,
08:03:12,nan,
08:03:13,nan,
08:03:14,nan,
08:03:15,nan,
08:03:16,nan,
08:03:17,nan,
08:03:18,nan,
08:03:19,nan,
