TIME,measurement_type,measurement_value
05:00:00,nan,
05:00:01,nan,
05:00:02,nan,
05:00:03,nan,
05:00:04,SpO2,92.63
05:00:05,nan,
05:00:06,nan,
05:00:07,temperature,39.67
05:00:08,nan,
05:00:09,SpO2,92.43
05:00:10,nan,
05:00:11,nan,
05:00:12,nan,
05:00:13,nan,
05:00:14,nan,
05:00:15,nan,
05:00:16,nan,
05:00:17,nan,
05:00:18,nan,
05:00:19,nan,
05:00:20,nan,
05:00:21,nan,
05:00:22,nan,
05:00:23,nan,
05:00:24,SpO2,94.99
05:00:25,nan,
05:00:26,nan,
05:00:27,nan,
05:00:28,nan,
05:00:29,nan,
05:00:30,temperature,39.17
05:00:31,nan,
05:00:32,nan,
05:00:33,nan,
05:00:34,nan,
05:00:35,nan,
05:00:36,nan,
05:00:37,nan,
05:00:38,nan,
05:00:39,nan,
05:00:40,nan,
05:00:41,nan,
05:00:42,nan,
05:00:43,nan,
05:00:44,nan,
05:00:45,nan,
05:00:46,nan,
05:00:47,nan,
05:00:48,nan,
05:00:49,nan,
05:00:50,nan,
05:00:51,SpO2,92.23
05:00:52,nan,
05:00:53,nan,
05:00:54,nan,
05:00:55,nan,
05:00:56,nan,
05:00:57,SpO2,92.61
05:00:58,nan,
05:00:59,nan,
05:01:00,nan,
05:01:01,nan,
05:01:02,nan,
05:01:03,nan,
05:01:04,nan,
05:01:05,nan,
05:01:06,nan,
05:01:07,nan,
05:01:08,nan,
05:01:09,nan,
05:01:10,nan,
05:01:11,nan,
05:01:12,nan,
05:01:13,nan,
05:01:14,nan,
05:01:15,nan,
05:01:16,nan,
05:01:17,nan,
05:01:18,nan,
05:01:19,nan,
05:01:20,HeartRate,41.04
05:01:21,nan,
05:01:22,SpO2,95.12
05:01:23,nan,
05:01:24,nan,
05:01:25,nan,
05:01:26,temperature,39.94
05:01:27,nan,
05:01:28,nan,
05:01:29,nan,
05:01:30,HeartRate,93.02
05:01:31,nan,
05:01:32,nan,
05:01:33,nan,
05:01:34,nan,
05:01:35,nan,
05:01:36,nan,
05:01:37,nan,
05:01:38,nan,
05:01:39,HeartRate,88.39
05:01:40,nan,
05:01:41,HeartRate,57.32
05:01:42,HeartRate,84.32
05:01:43,nan,
05:01:44,nan,
05:01:45,nan,
05:01:46,nan,
05:01:47,nan,
05:01:48,nan,
05:01:49,temperature,40.64
05:01:50,nan,
05:01:51,nan,
05:01:52,nan,
05:01:53,temperature,36.54
05:01:54,nan,
05:01:55,nan,
05:01:56,nan,
05:01:57,nan,
05:01:58,nan,
05:01:59,nan,
05:02:00,nan,
05:02:01,nan,
05:02:02,nan,
05:02:03,nan,
05:02:04,nan,
05:02:05,nan,
05:02:06,nan,
05:02:07,nan,
05:02:08,nan,
05:02:09,nan,
05:02:10,nan,
05:02:11,nan,
05:02:12,nan,
05:02:13,nan,
05:02:14,nan,
05:02:15,HeartRate,97.03
05:02:16,nan,
05:02:17,SpO2,93.14
05:02:18,nan,
05:02:19,nan,
05:02:20,nan,
05:02:21,nan,
05:02:22,nan,
05:02:23,nan,
05:02:24,nan,
05:02:25,nan,
05:02:26,nan,
05:02:27,nan,
05:02:28,SpO2,96.41
05:02:29,temperature,36.63
05:02:30,nan,
05:02:31,nan,
05:02:32,nan,
05:02:33,nan,
05:02:34,nan,
05:02:35,nan,
05:02:36,nan,
05:02:37,nan,
05:02:38,SpO2,92.02
05:02:39,nan,
05:02:40,nan,
05:02:41,nan,
05:02:42,nan,
05:02:43,nan,
