TIME,measurement_type,measurement_value
06:00:00,nan,
06:00:01,nan,
06:00:02,nan,
06:00:03,nan,
06:00:04,nan,
06:00:05,SpO2,97.5
06:00:06,nan,
06:00:07,nan,
06:00:08,nan,
06:00:09,nan,
06:00:10,nan,
06:00:11,nan,
06:00:12,nan,
06:00:13,nan,
06:00:14,nan,
06:00:15,nan,
06:00:16,nan,
06:00:17,nan,
06:00:18,nan,
06:00:19,nan,
06:00:20,SpO2,92.79
06:00:21,nan,
06:00:22,nan,
06:00:23,nan,
06:00:24,nan,
06:00:25,nan,
06:00:26,SpO2,97.84
06:00:27,nan,
06:00:28,nan,
06:00:29,nan,
06:00:30,nan,
06:00:31,nan,
06:00:32,nan,
06:00:33,nan,
06:00:34,nan,
06:00:35,nan,
06:00:36,nan,
06:00:37,temperature,40.19
06:00:38,nan,
06:00:39,SpO2,97.09
06:00:40,nan,
06:00:41,nan,
06:00:42,nan,
06:00:43,temperature,40.08
06:00:44,nan,
06:00:45,nan,
06:00:46,nan,
06:00:47,temperature,41.6
06:00:48,SpO2,96.98
06:00:49,SpO2,93.93
06:00:50,nan,
06:00:51,nan,
06:00:52,nan,
06:00:53,nan,
06:00:54,nan,
06:00:55,nan,
06:00:56,nan,
06:00:57,nan,
06:00:58,nan,
06:00:59,nan,
06:01:00,nan,
06:01:01,nan,
06:01:02,nan,
06:01:03,nan,
06:01:04,nan,
06:01:05,nan,
06:01:06,nan,
06:01:07,nan,
06:01:08,SpO2,92.86
06:01:09,nan,
06:01:10,nan,
06:01:11,temperature,35.5
06:01:12,HeartRate,75.65
06:01:13,nan,
06:01:14,nan,
06:01:15,nan,
06:01:16,nan,
06:01:17,nan,
06:01:18,nan,
06:01:19,nan,
06:01:20,nan,
06:01:21,nan,
06:01:22,nan,
06:01:23,nan,
06:01:24,nan,
06:01:25,nan,
06:01:26,SpO2,95.95
06:01:27,nan,
06:01:28,nan,
06:01:29,nan,
06:01:30,nan,
06:01:31,nan,
06:01:32,nan,
06:01:33,nan,
06:01:34,nan,
06:01:35,nan,
06:01:36,nan,
06:01:37,nan,
06:01:38,SpO2,95.52
06:01:39,temperature,38.27
06:01:40,nan,
06:01:41,nan,
06:01:42,nan,
06:01:43,nan,
06:01:44,nan,
06:01:45,nan,
06:01:46,nan,
06:01:47,SpO2,96.39
06:01:48,nan,
06:01:49,nan,
06:01:50,nan,
06:01:51,nan,
06:01:52,nan,
06:01:53,HeartRate,103.02
06:01:54,nan,
06:01:55,nan,
06:01:56,nan,
06:01:57,nan,
06:01:58,nan,
06:01:59,HeartRate,107.03
06:02:00,SpO2,95.53
06:02:01,temperature,39.56
06:02:02,nan,
06:02:03,nan,
06:02:04,nan,
06:02:05,nan,
06:02:06,HeartRate,68.14
06:02:07,nan,
06:02:08,temperature,38.31
06:02:09,nan,
06:02:10,nan,
06:02:11,nan,
06:02:12,nan,
06:02:13,HeartRate,61.94
06:02:14,nan,
06:02:15,nan,
06:02:16,nan,
06:02:17,nan,
06:02:18,nan,
06:02:19,nan,
06:02:20,nan,
06:02:21,nan,
06:02:22,nan,
06:02:23,nan,
06:02:24,nan,
06:02:25,nan,
06:02:26,nan,
06:02:27,nan,
06:02:28,nan,
06:02:29,nan,
06:02:30,nan,
06:02:31,nan,
06:02:32,nan,
06:02:33,nan,
06:02:34,nan,
06:02:35,nan,
06:02:36,HeartRate,70.95
06:02:37,nan,
06:02:38,nan,
06:02:39,nan,
06:02:40,nan,
06:02:41,nan,
06:02:42,nan,
06:02:43,nan,
06:02:44,nan,
06:02:45,nan,
06:02:46,nan,
06:02:47,nan,
06:02:48,nan,
06:02:49,nan,
06:02:50,nan,
06:02:51,nan,
06:02:52,nan,
06:02:53,nan,
06:02:54,HeartRate,100.46
06:02:55,nan,
06:02:56,nan,
06:02:57,nan,
06:02:58,nan,
06:02:59,nan,
06:03:00,nan,
06:03:01,nan,
06:03:02,nan,
06:03:03,nan,
06:03:04,nan,
06:03:05,nan,
06:03:06,temperature,39.22
06:03:07,nan,
06:03:08,nan,
06:03:09,nan,
06:03:10,nan,
06:03:11,nan,
06:03:12,nan,
06:03:13,nan,
06:03:14,nan,
06:03:15,nan,
06:03:16,nan,
06:03:17,nan,
06:03:18,nan,
06:03:19,nan,
06:03:20,nan,
06:03:21,HeartRate,63.79
06:03:22,nan,
06:03:23,nan,
06:03:24,nan,
06:03:25,temperature,41.4
06:03:26,nan,
06:03:27,nan,
06:03:28,nan,
06:03:29,HeartRate,69.02
06:03:30,HeartRate,51.53
06:03:31,nan,
06:03:32,nan,
06:03:33,nan,
06:03:34,nan,
06:03:35,nan,
06:03:36,nan,
06:03:37,nan,
06:03:38,nan,
06:03:39,temperature,39.44
06:03:40,nan,
06:03:41,nan,
06:03:42,nan,
06:03:43,nan,
06:03:44,nan,
06:03:45,nan,
06:03:46,nan,
06:03:47,nan,
06:03:48,nan,
06:03:49,nan,
06:03:50,nan,
06:03:51,nan,
06:03:52,nan,
06:03:53,nan,
06:03:54,nan,
06:03:55,nan,
06:03:56,nan,
06:03:57,SpO2,95.84
06:03:58,nan,
06:03:59,nan,
06:04:00,nan,
06:04:01,nan,
06:04:02,nan,
06:04:03,nan,
06:04:04,HeartRate,118.21
06:04:05,nan,
06:04:06,nan,
06:04:07,nan,
06:04:08,nan,
06:04:09,nan,
06:04:10,nan,
06:04:11,nan,
06:04:12,SpO2,94.48
06:04:13,nan,
06:04:14,nan,
06:04:15,nan,
06:04:16,nan,
06:04:17,nan,
06:04:18,nan,
06:04:19,nan,
06:04:20,SpO2,97.13
06:04:21,nan,
06:04:22,nan,
06:04:23,nan,
06:04:24,nan,
06:04:25,nan,
06:04:26,nan,
06:04:27,HeartRate,54.42
06:04:28,nan,
06:04:29,nan,
06:04:30,nan,
06:04:31,nan,
06:04:32,nan,
06:04:33,nan,
06:04:34,nan,
06:04:35,nan,
06:04:36,SpO2,96.5
06:04:37,nan,
06:04:38,nan,
06:04:39,nan,
06:04:40,nan,
06:04:41,SpO2,92.21
06:04:42,nan,
06:04:43,nan,
06:04:44,nan,
06:04:45,nan,
06:04:46,nan,
06:04:47,nan,
06:04:48,nan,
06:04:49,nan,
06:04:50,nan,
06:04:51,nan,
06:04:52,nan,
06:04:53,nan,
06:04:54,nan,
06:04:55,nan,
06:04:56,nan,
06:04:57,nan,
06:04:58,nan,
06:04:59,nan,
06:05:00,temperature,39.16
06:05:01,nan,
06:05:02,nan,
06:05:03,SpO2,96.45
06:05:04,nan,
06:05:05,nan,
06:05:06,nan,
06:05:07,nan,
06:05:08,nan,
06:05:09,nan,
06:05:10,nan,
06:05:11,nan,
06:05:12,nan,
06:05:13,nan,
06:05:14,nan,
06:05:15,nan,
06:05:16,nan,
06:05:17,temperature,41.96
06:05:18,nan,
06:05:19,nan,
06:05:20,nan,
06:05:21,nan,
06:05:22,nan,
06:05:23,nan,
06:05:24,nan,
06:05:25,nan,
06:05:26,nan,
06:05:27,nan,
06:05:28,nan,
06:05:29,SpO2,97.56
06:05:30,nan,
06:05:31,nan,
06:05:32,nan,
06:05:33,nan,
06:05:34,nan,
06:05:35,nan,
06:05:36,nan,
06:05:37,nan,
06:05:38,nan,
06:05:39,nan,
06:05:40,nan,
06:05:41,nan,
06:05:42,nan,
06:05:43,nan,
06:05:44,HeartRate,53.44
06:05:45,nan,
06:05:46,nan,
06:05:47,nan,
06:05:48,nan,
06:05:49,nan,
06:05:50,nan,
06:05:51,nan,
06:05:52,nan,
06:05:53,nan,
06:05:54,nan,
06:05:55,HeartRate,108.29
06:05:56,nan,
06:05:57,nan,
06:05:58,nan,
06:05:59,nan,
06:06:00,nan,
06:06:01,nan,
06:06:02,nan,
06:06:03,nan,
06:06:04,nan,
06:06:05,nan,
06:06:06,SpO2,93.62
06:06:07,nan,
06:06:08,nan,
06:06:09,nan,
06:06:10,nan,
06:06:11,nan,
06:06:12,nan,
06:06:13,nan,
06:06:14,nan,
06:06:15,nan,
06:06:16,nan,
06:06:17,nan,
06:06:18,temperature,40.47
06:06:19,nan,
06:06:20,nan,
06:06:21,nan,
06:06:22,nan,
06:06:23,nan,
06:06:24,nan,
06:06:25,nan,
06:06:26,nan,
06:06:27,nan,
06:06:28,nan,
06:06:29,nan,
06:06:30,nan,
06:06:31,nan,
06:06:32,nan,
06:06:33,nan,
06:06:34,nan,
06:06:35,nan,
06:06:36,nan,
06:06:37,nan,
06:06:38,nan,
06:06:39,nan,
06:06:40,nan,
06:06:41,nan,
06:06:42,nan,
06:06:43,nan,
06:06:44,nan,
06:06:45,nan,
06:06:46,nan,
06:06:47,nan,
06:06:48,nan,
06:06:49,nan,
06:06:50,nan,
06:06:51,nan,
06:06:52,nan,
06:06:53,nan,
06:06:54,nan,
06:06:55,nan,
06:06:56,nan,
06:06:57,nan,
06:06:58,HeartRate,95.64
06:06:59,nan,
06:07:00,nan,
06:07:01,nan,
06:07:02,nan,
06:07:03,SpO2,93.52
06:07:04,nan,
06:07:05,nan,
06:07:06,nan,
06:07:07,nan,
06:07:08,nan,
06:07:09,nan,
06:07:10,nan,
06:07:11,nan,
06:07:12,HeartRate,56.84
06:07:13,nan,
06:07:14,nan,
06:07:15,nan,
06:07:16,nan,
06:07:17,HeartRate,51.7
06:07:18,nan,
06:07:19,SpO2,92.0
06:07:20,HeartRate,54.74
06:07:21,nan,
06:07:22,nan,
06:07:23,nan,
06:07:24,nan,
06:07:25,nan,
06:07:26,temperature,35.83
06:07:27,nan,
06:07:28,nan,
06:07:29,nan,
06:07:30,nan,
06:07:31,nan,
06:07:32,nan,
06:07:33,nan,
06:07:34,nan,
06:07:35,nan,
06:07:36,nan,
06:07:37,nan,
06:07:38,nan,
06:07:39,nan,
06:07:40,nan,
06:07:41,nan,
06:07:42,nan,
06:07:43,nan,
06:07:44,nan,
06:07:45,nan,
06:07:46,nan,
06:07:47,nan,
06:07:48,nan,
06:07:49,nan,
06:07:50,nan,
06:07:51,nan,
06:07:52,nan,
06:07:53,nan,
06:07:54,nan,
06:07:55,nan,
06:07:56,nan,
06:07:57,nan,
06:07:58,nan,
06:07:59,nan,
06:08:00,nan,
06:08:01,nan,
06:08:02,nan,
06:08:03,HeartRate,91.06
06:08:04,nan,
06:08:05,nan,
06:08:06,nan,
06:08:07,HeartRate,67.43
06:08:08,nan,
06:08:09,nan,
06:08:10,nan,
06:08:11,nan,
06:08:12,SpO2,93.13
06:08:13,nan,
06:08:14,nan,
06:08:15,nan,
06:08:16,nan,
06:08:17,nan,
06:08:18,nan,
06:08:19,nan,
