TIME,measurement_type,measurement_value
04:00:49,temperature,35.24
04:01:52,temperature,36.27
04:02:43,temperature,36.72
04:03:01,temperature,37.51
04:03:38,temperature,37.7
04:01:38,temperature,37.97
04:04:58,temperature,37.99
04:04:17,temperature,38.52
04:02:50,temperature,38.75
04:02:51,temperature,40.16
04:04:12,temperature,40.67
04:01:45,temperature,41.75
04:04:42,temperature,41.78
04:02:09,HeartRate,58.04
04:01:03,HeartRate,73.87
04:04:46,HeartRate,77.58
04:02:16,HeartRate,91.72
04:04:19,SpO2,92.28
04:02:48,SpO2,92.32
04:02:28,HeartRate,92.63
04:00:56,SpO2,92.96
04:00:50,SpO2,93.54
04:03:09,SpO2,94.51
04:02:30,HeartRate,94.75
04:02:18,SpO2,95.12
04:01:15,SpO2,97.17
04:01:36,SpO2,97.24
04:04:28,SpO2,97.71
04:02:46,SpO2,97.75
04:01:34,HeartRate,101.4
04:01:08,HeartRate,101.62
04:04:14,HeartRate,113.16
04:01:25,HeartRate,118.26
04:00:51,,
04:00:52,,
04:00:53,,
04:00:54,,
04:00:55,,
04:00:57,,
04:00:58,,
04:00:59,,
04:01:00,,
04:01:01,,
04:01:02,,
04:01:04,,
04:01:05,,
04:01:06,,
04:01:07,,
04:01:09,,
04:01:10,,
04:01:11,,
04:01:12,,
04:01:13,,
04:01:14,,
04:01:16,,
04:01:17,,
04:01:18,,
04:01:19,,
04:01:20,,
04:01:21,,
04:01:22,,
04:01:23,,
04:01:24,,
04:01:26,,
04:01:27,,
04:01:28,,
04:01:29,,
04:01:30,,
04:01:31,,
04:01:32,,
04:01:33,,
04:01:35,,
04:01:37,,
04:01:39,,
04:01:40,,
04:01:41,,
04:01:42,,
04:01:43,,
04:01:44,,
04:01:46,,
04:01:47,,
04:01:48,,
04:01:49,,
04:01:50,,
04:01:51,,
04:01:53,,
04:01:54,,
04:01:55,,
04:01:56,,
04:01:57,,
04:01:58,,
04:01:59,,
04:02:00,,
04:02:01,,
04:02:02,,
04:02:03,,
04:02:04,,
04:02:05,,
04:02:06,,
04:02:07,,
04:02:08,,
04:02:10,,
04:02:11,,
04:02:12,,
04:02:13,,
04:02:14,,
04:02:15,,
04:02:17,,
04:02:19,,
04:02:20,,
04:02:21,,
04:02:22,,
04:02:23,,
04:02:24,,
04:02:25,,
04:02:26,,
04:02:27,,
04:02:29,,
04:02:31,,
04:02:32,,
04:02:33,,
04:02:34,,
04:02:35,,
04:02:36,,
04:02:37,,
04:02:38,,
04:02:39,,
04:02:40,,
04:02:41,,
04:02:42,,
04:02:44,,
04:02:45,,
04:02:47,,
04:02:49,,
04:02:52,,
04:02:53,,
04:02:54,,
04:02:55,,
04:02:56,,
04:02:57,,
04:02:58,,
04:02:59,,
04:03:00,,
04:03:02,,
04:03:03,,
04:03:04,,
04:03:05,,
04:03:06,,
04:03:07,,
04:03:08,,
04:03:10,,
04:03:11,,
04:03:12,,
04:03:13,,
04:03:14,,
04:03:15,,
04:03:16,,
04:03:17,,
04:03:18,,
04:03:19,,
04:03:20,,
04:03:21,,
04:03:22,,
04:03:23,,
04:03:24,,
04:03:25,,
04:03:26,,
04:03:27,,
04:03:28,,
04:03:29,,
04:03:30,,
04:03:31,,
04:03:32,,
04:03:33,,
04:03:34,,
04:03:35,,
04:03:36,,
04:03:37,,
04:03:39,,
04:03:40,,
04:03:41,,
04:03:42,,
04:03:43,,
04:03:44,,
04:03:45,,
04:03:46,,
04:03:47,,
04:03:48,,
04:03:49,,
04:03:50,,
04:03:51,,
04:03:52,,
04:03:53,,
04:03:54,,
04:03:55,,
04:03:56,,
04:03:57,,
04:03:58,,
04:03:59,,
04:04:00,,
04:04:01,,
04:04:02,,
04:04:03,,
04:04:04,,
04:04:05,,
04:04:06,,
04:04:07,,
04:04:08,,
04:04:09,,
04:04:10,,
04:04:11,,
04:04:13,,
04:04:15,,
04:04:16,,
04:04:18,,
04:04:20,,
04:04:21,,
04:04:22,,
04:04:23,,
04:04:24,,
04:04:25,,
04:04:26,,
04:04:27,,
04:04:29,,
04:04:30,,
04:04:31,,
04:04:32,,
04:04:33,,
04:04:34,,
04:04:35,,
04:04:36,,
04:04:37,,
04:04:38,,
04:04:39,,
04:04:40,,
04:04:41,,
04:04:43,,
04:04:44,,
04:04:45,,
04:04:47,,
04:04:48,,
04:04:49,,
04:04:50,,
04:04:51,,
04:04:52,,
04:04:53,,
04:04:54,,
04:04:55,,
04:04:56,,
04:04:57,,
04:04:59,,
04:05:00,,
